sale_id,match_id,price_tier,quantity,unit_price_usd,channel,buyer_country
27675,75,Category 2,1,188.39,FIFA.com Ticketing Platform,France
27676,75,Category 2,3,171.76,Ticket Lottery Allocation,Germany
27677,75,Category 2,4,172.22,FIFA.com Ticketing Platform,Germany
27678,75,Category 1,1,309.77,FIFA.com Ticketing Platform,Canada
27679,75,Category 4,1,68.21,Verified Resale Platform,Brazil
27680,75,Category 1,3,313.41,FIFA.com Ticketing Platform,Argentina
27681,75,Category 3,1,98.48,FIFA.com Ticketing Platform,Colombia
27682,75,Hospitality,2,923.11,FIFA.com Ticketing Platform,Germany
27683,75,Category 3,1,107.76,Official Hospitality Package,South Africa
27684,75,Category 3,1,92.7,FIFA.com Ticketing Platform,Japan
27685,75,Category 2,2,185.9,FIFA.com Ticketing Platform,Mexico
27686,75,Category 4,1,57.88,FIFA.com Ticketing Platform,Germany
27687,75,Category 3,2,109.05,FIFA.com Ticketing Platform,Nigeria
27688,75,Category 1,3,291.41,FIFA.com Ticketing Platform,USA
27689,75,Category 2,2,170.06,FIFA.com Ticketing Platform,Nigeria
27690,75,Category 2,2,185.02,Verified Resale Platform,England
27691,75,Category 3,2,96.13,FIFA.com Ticketing Platform,Australia
27692,75,Category 4,3,62.58,FIFA.com Ticketing Platform,Germany
27693,75,Hospitality,6,923.9,Official Hospitality Package,Australia
27694,75,Category 1,1,307.44,Ticket Lottery Allocation,Brazil
27695,75,Category 3,2,107.76,Verified Resale Platform,Mexico
27696,75,Category 3,3,95.25,FIFA.com Ticketing Platform,Mexico
27697,75,Category 3,1,102.05,FIFA.com Ticketing Platform,Mexico
27698,75,Category 3,1,103.73,Ticket Lottery Allocation,Australia
27699,75,Category 3,2,91.69,FIFA.com Ticketing Platform,England
27700,75,Category 3,2,97.65,Official Hospitality Package,Nigeria
27701,75,Category 3,3,100.61,FIFA.com Ticketing Platform,Canada
27702,75,Category 2,3,169.06,FIFA.com Ticketing Platform,Germany
27703,75,Hospitality,1,1073.88,FIFA.com Ticketing Platform,USA
27704,75,Category 2,2,182.39,FIFA.com Ticketing Platform,Spain
27705,75,Category 2,1,167.25,Official Hospitality Package,Nigeria
27706,75,Category 4,1,64.55,FIFA.com Ticketing Platform,Mexico
27707,75,Category 2,2,183.15,FIFA.com Ticketing Platform,Germany
27708,75,Category 2,1,169.54,Ticket Lottery Allocation,USA
27709,75,Category 1,2,318.75,FIFA.com Ticketing Platform,Brazil
27710,75,Category 1,1,288.45,FIFA.com Ticketing Platform,Mexico
27711,75,Category 3,3,94.61,FIFA.com Ticketing Platform,Brazil
27712,75,Category 3,6,104.4,Ticket Lottery Allocation,South Africa
27713,75,Hospitality,3,981.3,FIFA.com Ticketing Platform,Brazil
27714,75,Category 3,6,108.41,FIFA.com Ticketing Platform,South Africa
27715,75,Category 3,3,90.95,Ticket Lottery Allocation,Mexico
27716,75,Category 3,3,93.36,Ticket Lottery Allocation,Colombia
27717,75,Category 3,2,107.55,Official Hospitality Package,Australia
27718,75,Category 4,2,67.44,FIFA.com Ticketing Platform,South Africa
27719,75,Category 2,2,171.34,Ticket Lottery Allocation,France
27720,75,Category 2,3,160.04,FIFA.com Ticketing Platform,Australia
27721,75,Category 4,3,63.9,Official Hospitality Package,Spain
27722,75,Category 3,6,98.03,Ticket Lottery Allocation,Australia
27723,75,Category 4,3,58.77,Official Hospitality Package,Canada
27724,75,Category 3,3,108.09,FIFA.com Ticketing Platform,South Africa
27725,75,Category 2,1,161.62,Ticket Lottery Allocation,India
27726,75,Category 2,1,162.38,FIFA.com Ticketing Platform,USA
27727,75,Category 4,3,65.02,Ticket Lottery Allocation,Mexico
27728,75,Category 4,2,65.67,Ticket Lottery Allocation,South Africa
27729,75,Category 2,1,176.03,Ticket Lottery Allocation,England
27730,75,Category 3,1,107.96,Ticket Lottery Allocation,Mexico
27731,75,Category 2,2,177.61,FIFA.com Ticketing Platform,France
27732,75,Category 2,1,183.26,FIFA.com Ticketing Platform,France
27733,75,Category 3,3,93.12,Official Hospitality Package,India
27734,75,Category 3,1,97.25,Ticket Lottery Allocation,India
27735,75,Category 1,1,284.33,Official Hospitality Package,Argentina
27736,75,Category 3,1,108.88,Ticket Lottery Allocation,England
27737,75,Category 4,3,62.17,FIFA.com Ticketing Platform,Brazil
27738,75,Category 3,4,91.71,FIFA.com Ticketing Platform,Mexico
27739,75,Category 3,1,92.12,Ticket Lottery Allocation,Germany
27740,75,Category 2,1,162.78,FIFA.com Ticketing Platform,Australia
27741,75,Category 2,2,166.23,Ticket Lottery Allocation,France
27742,75,Category 2,3,183.23,Official Hospitality Package,Colombia
27743,75,Category 2,2,175.89,Official Hospitality Package,South Africa
27744,75,Category 4,1,67.5,Ticket Lottery Allocation,Germany
27745,75,Category 2,1,185.63,Ticket Lottery Allocation,Australia
27746,75,Category 3,2,92.22,Verified Resale Platform,Colombia
27747,75,Category 2,2,163.1,FIFA.com Ticketing Platform,India
27748,75,Category 3,4,92.96,FIFA.com Ticketing Platform,Australia
27749,75,Category 4,4,62.05,FIFA.com Ticketing Platform,Nigeria
27750,75,Category 2,2,177.18,FIFA.com Ticketing Platform,Nigeria
27751,75,Category 2,2,181.49,FIFA.com Ticketing Platform,USA
27752,75,Category 4,2,61.95,Ticket Lottery Allocation,Brazil
27753,75,Category 3,2,103.32,Ticket Lottery Allocation,USA
27754,75,Category 2,1,162.53,Ticket Lottery Allocation,Colombia
27755,75,Category 1,3,297.8,Verified Resale Platform,England
27756,75,Category 1,6,307.51,Ticket Lottery Allocation,England
27757,75,Category 1,3,274.0,Verified Resale Platform,Nigeria
27758,75,Category 3,1,106.13,Verified Resale Platform,Japan
27759,75,Category 1,2,317.94,Official Hospitality Package,France
27760,75,Category 2,2,162.72,Ticket Lottery Allocation,Australia
27761,75,Category 1,2,314.67,FIFA.com Ticketing Platform,Colombia
27762,75,Category 3,2,94.26,FIFA.com Ticketing Platform,Colombia
27763,75,Category 2,2,185.27,Ticket Lottery Allocation,Nigeria
27764,75,Category 3,1,107.02,Ticket Lottery Allocation,USA
27765,75,Category 4,2,64.73,Verified Resale Platform,Colombia
27766,75,Category 3,2,107.15,Verified Resale Platform,Mexico
27767,75,Category 4,1,68.42,Verified Resale Platform,Mexico
27768,75,Hospitality,2,1019.47,Ticket Lottery Allocation,Nigeria
27769,75,Category 2,1,171.77,FIFA.com Ticketing Platform,Brazil
27770,75,Category 4,2,63.36,Ticket Lottery Allocation,Mexico
27771,75,Category 4,1,60.42,FIFA.com Ticketing Platform,Mexico
27772,75,Category 2,3,172.37,Verified Resale Platform,Mexico
27773,75,Category 3,1,104.56,Official Hospitality Package,USA
27774,75,Category 2,2,166.64,FIFA.com Ticketing Platform,Canada
27775,75,Category 3,1,106.79,Ticket Lottery Allocation,USA
27776,75,Category 4,1,57.89,FIFA.com Ticketing Platform,Germany
27777,75,Category 1,3,282.53,FIFA.com Ticketing Platform,South Africa
27778,75,Category 3,2,98.22,FIFA.com Ticketing Platform,South Africa
27779,75,Category 3,2,108.9,FIFA.com Ticketing Platform,Japan
27780,75,Category 1,2,275.55,Verified Resale Platform,Argentina
27781,75,Category 3,6,106.93,FIFA.com Ticketing Platform,Germany
27782,75,Category 1,3,272.75,Official Hospitality Package,Spain
27783,75,Category 2,3,168.19,Verified Resale Platform,India
27784,75,Category 3,3,102.87,FIFA.com Ticketing Platform,Mexico
27785,75,Category 2,1,162.21,FIFA.com Ticketing Platform,Mexico
27786,75,Category 3,1,91.42,FIFA.com Ticketing Platform,USA
27787,75,Hospitality,2,1070.65,Ticket Lottery Allocation,South Africa
27788,75,Category 2,2,172.32,FIFA.com Ticketing Platform,Germany
27789,75,Category 2,3,170.03,FIFA.com Ticketing Platform,India
27790,75,Category 1,1,298.78,Verified Resale Platform,Canada
27791,75,Category 2,1,183.03,FIFA.com Ticketing Platform,Japan
27792,75,Category 1,1,321.71,Ticket Lottery Allocation,Australia
27793,75,Category 2,1,169.59,FIFA.com Ticketing Platform,France
27794,75,Category 2,2,173.22,FIFA.com Ticketing Platform,Argentina
27795,75,Category 1,4,284.88,Verified Resale Platform,Spain
27796,75,Category 4,3,65.58,Ticket Lottery Allocation,England
27797,75,Category 3,2,106.19,FIFA.com Ticketing Platform,Argentina
27798,75,Category 1,3,327.26,FIFA.com Ticketing Platform,Spain
27799,75,Category 3,1,94.67,FIFA.com Ticketing Platform,South Africa
27800,75,Hospitality,3,1037.36,Official Hospitality Package,Mexico
27801,75,Category 1,3,272.7,FIFA.com Ticketing Platform,USA
27802,75,Category 2,1,178.12,FIFA.com Ticketing Platform,Germany
27803,75,Category 1,1,297.84,FIFA.com Ticketing Platform,Nigeria
27804,75,Category 2,6,188.7,FIFA.com Ticketing Platform,Canada
27805,75,Hospitality,1,1013.88,FIFA.com Ticketing Platform,Nigeria
27806,75,Category 2,2,170.62,Ticket Lottery Allocation,Germany
27807,75,Category 4,2,63.99,Verified Resale Platform,Japan
27808,75,Category 2,2,160.63,FIFA.com Ticketing Platform,Spain
27809,75,Category 3,2,107.45,Official Hospitality Package,England
27810,75,Category 2,1,161.49,FIFA.com Ticketing Platform,England
27811,75,Category 3,1,100.47,FIFA.com Ticketing Platform,India
27812,75,Category 3,3,101.04,Verified Resale Platform,South Africa
27813,75,Category 2,1,189.34,Official Hospitality Package,Colombia
27814,75,Category 2,2,183.97,Ticket Lottery Allocation,Colombia
27815,75,Category 3,3,109.13,FIFA.com Ticketing Platform,South Africa
27816,75,Category 3,4,95.49,Official Hospitality Package,Australia
27817,75,Category 3,1,92.25,Ticket Lottery Allocation,Mexico
27818,75,Category 3,3,104.0,FIFA.com Ticketing Platform,Germany
27819,75,Category 1,2,284.0,Official Hospitality Package,Brazil
27820,75,Category 3,1,99.29,Verified Resale Platform,France
27821,75,Category 1,4,294.89,Ticket Lottery Allocation,Nigeria
27822,75,Category 2,2,185.1,FIFA.com Ticketing Platform,Nigeria
27823,75,Category 2,2,184.32,FIFA.com Ticketing Platform,Argentina
27824,75,Hospitality,2,1003.09,Ticket Lottery Allocation,Brazil
27825,75,Category 3,4,92.72,Ticket Lottery Allocation,England
27826,75,Category 4,1,66.93,Ticket Lottery Allocation,India
27827,75,Category 1,3,284.46,FIFA.com Ticketing Platform,France
27828,75,Category 3,3,102.04,Ticket Lottery Allocation,India
27829,75,Category 4,1,66.45,Ticket Lottery Allocation,Japan
27830,75,Category 3,4,106.75,Ticket Lottery Allocation,Japan
27831,75,Category 2,1,169.51,FIFA.com Ticketing Platform,Nigeria
27832,75,Category 3,2,103.97,Ticket Lottery Allocation,South Africa
27833,75,Category 3,4,96.9,FIFA.com Ticketing Platform,USA
27834,75,Category 3,1,101.12,FIFA.com Ticketing Platform,England
27835,75,Category 2,1,159.38,Official Hospitality Package,Japan
27836,75,Category 2,2,177.69,Verified Resale Platform,Canada
27837,75,Hospitality,3,991.33,Official Hospitality Package,Nigeria
27838,75,Category 4,3,63.6,Verified Resale Platform,England
27839,75,Category 3,4,96.12,Ticket Lottery Allocation,Germany
27840,75,Category 2,4,183.77,Ticket Lottery Allocation,Canada
27841,75,Category 3,2,93.89,Ticket Lottery Allocation,Mexico
27842,75,Category 3,2,96.87,Verified Resale Platform,India
27843,75,Category 2,2,166.47,Ticket Lottery Allocation,England
27844,75,Category 1,2,311.46,Ticket Lottery Allocation,India
27845,75,Category 3,1,100.46,FIFA.com Ticketing Platform,Australia
27846,75,Category 2,3,162.88,Verified Resale Platform,Japan
27847,75,Category 2,2,174.36,Ticket Lottery Allocation,Japan
27848,75,Category 1,1,289.6,FIFA.com Ticketing Platform,Australia
27849,75,Category 3,2,107.62,FIFA.com Ticketing Platform,USA
27850,75,Category 4,1,62.89,Ticket Lottery Allocation,Argentina
27851,75,Category 4,2,68.14,FIFA.com Ticketing Platform,South Africa
27852,75,Hospitality,2,1082.03,FIFA.com Ticketing Platform,Germany
27853,75,Category 3,6,91.09,Verified Resale Platform,France
27854,75,Category 4,2,65.27,Verified Resale Platform,France
27855,75,Category 4,2,68.06,FIFA.com Ticketing Platform,England
27856,75,Category 1,6,299.7,FIFA.com Ticketing Platform,Japan
27857,75,Category 1,2,293.14,FIFA.com Ticketing Platform,Australia
27858,75,Category 4,2,59.03,Official Hospitality Package,India
27859,75,Category 2,2,171.28,Official Hospitality Package,Argentina
27860,75,Category 3,1,108.62,Ticket Lottery Allocation,South Africa
27861,75,Category 2,6,168.57,FIFA.com Ticketing Platform,Japan
27862,75,Category 4,3,59.64,Ticket Lottery Allocation,South Africa
27863,75,Category 4,2,63.98,Ticket Lottery Allocation,Mexico
27864,75,Category 1,2,295.18,FIFA.com Ticketing Platform,England
27865,75,Category 2,2,163.02,Ticket Lottery Allocation,Argentina
27866,75,Category 3,2,97.97,Official Hospitality Package,South Africa
27867,75,Category 4,2,61.26,FIFA.com Ticketing Platform,South Africa
27868,75,Category 2,1,169.29,Ticket Lottery Allocation,Canada
27869,75,Category 3,2,104.11,FIFA.com Ticketing Platform,Mexico
27870,75,Category 2,1,176.95,Ticket Lottery Allocation,Brazil
27871,75,Category 4,1,59.64,FIFA.com Ticketing Platform,Nigeria
27872,75,Category 3,1,107.16,Ticket Lottery Allocation,USA
27873,75,Hospitality,1,958.42,Verified Resale Platform,Japan
27874,75,Category 1,1,317.71,Ticket Lottery Allocation,Mexico
27875,75,Category 2,2,161.33,FIFA.com Ticketing Platform,Argentina
27876,75,Category 2,2,172.8,FIFA.com Ticketing Platform,France
27877,75,Category 2,1,163.51,FIFA.com Ticketing Platform,USA
27878,75,Hospitality,3,960.07,Official Hospitality Package,France
27879,75,Category 2,4,171.35,FIFA.com Ticketing Platform,Spain
27880,75,Category 3,2,102.57,Verified Resale Platform,Germany
27881,76,Category 2,2,159.07,FIFA.com Ticketing Platform,South Africa
27882,76,Category 2,1,166.37,FIFA.com Ticketing Platform,Mexico
27883,76,Category 3,6,101.12,Ticket Lottery Allocation,Brazil
27884,76,Category 3,3,103.25,FIFA.com Ticketing Platform,England
27885,76,Category 4,2,68.98,FIFA.com Ticketing Platform,Japan
27886,76,Category 3,2,94.04,FIFA.com Ticketing Platform,Spain
27887,76,Category 4,3,65.59,Verified Resale Platform,France
27888,76,Category 1,1,320.34,Official Hospitality Package,France
27889,76,Category 4,2,64.85,FIFA.com Ticketing Platform,England
27890,76,Category 1,2,320.24,FIFA.com Ticketing Platform,Spain
27891,76,Category 4,3,68.76,FIFA.com Ticketing Platform,England
27892,76,Category 3,1,105.85,FIFA.com Ticketing Platform,Japan
27893,76,Category 2,1,166.75,FIFA.com Ticketing Platform,Brazil
27894,76,Category 4,4,67.45,Ticket Lottery Allocation,England
27895,76,Category 3,2,93.3,FIFA.com Ticketing Platform,Colombia
27896,76,Category 1,2,271.09,FIFA.com Ticketing Platform,Brazil
27897,76,Category 4,4,59.12,Ticket Lottery Allocation,Colombia
27898,76,Category 3,4,107.63,FIFA.com Ticketing Platform,Colombia
27899,76,Category 2,2,180.36,Ticket Lottery Allocation,Germany
27900,76,Category 2,3,160.0,Official Hospitality Package,France
27901,76,Category 3,3,100.7,Ticket Lottery Allocation,Colombia
27902,76,Category 2,4,178.11,FIFA.com Ticketing Platform,South Africa
27903,76,Category 2,2,169.87,Ticket Lottery Allocation,Nigeria
27904,76,Category 1,1,306.25,Ticket Lottery Allocation,Argentina
27905,76,Category 3,1,107.01,Ticket Lottery Allocation,Mexico
27906,76,Category 2,3,173.72,Verified Resale Platform,USA
27907,76,Category 3,1,92.41,FIFA.com Ticketing Platform,Japan
27908,76,Category 3,2,97.31,Official Hospitality Package,Japan
27909,76,Category 4,1,59.48,Verified Resale Platform,Germany
27910,76,Category 3,1,101.25,Official Hospitality Package,USA
27911,76,Category 4,2,57.89,Ticket Lottery Allocation,South Africa
27912,76,Category 3,2,106.2,Ticket Lottery Allocation,Australia
27913,76,Category 2,1,184.78,FIFA.com Ticketing Platform,England
27914,76,Category 2,2,174.13,FIFA.com Ticketing Platform,France
27915,76,Category 2,6,168.93,FIFA.com Ticketing Platform,France
27916,76,Category 3,2,107.46,FIFA.com Ticketing Platform,Colombia
27917,76,Category 2,3,172.15,Ticket Lottery Allocation,Canada
27918,76,Category 1,1,274.13,Verified Resale Platform,Australia
27919,76,Category 2,1,176.37,FIFA.com Ticketing Platform,Canada
27920,76,Category 3,3,101.33,Verified Resale Platform,Australia
27921,76,Category 4,2,67.34,Official Hospitality Package,South Africa
27922,76,Category 2,2,158.54,FIFA.com Ticketing Platform,Australia
27923,76,Category 2,2,185.46,FIFA.com Ticketing Platform,Nigeria
27924,76,Category 3,4,91.68,Ticket Lottery Allocation,Brazil
27925,76,Category 1,1,293.82,FIFA.com Ticketing Platform,England
27926,76,Category 2,2,183.86,Ticket Lottery Allocation,South Africa
27927,76,Category 3,1,92.98,FIFA.com Ticketing Platform,India
27928,76,Category 2,3,183.87,FIFA.com Ticketing Platform,Mexico
27929,76,Category 3,4,96.82,Ticket Lottery Allocation,USA
27930,76,Category 4,2,60.09,Ticket Lottery Allocation,England
27931,76,Category 1,1,314.63,FIFA.com Ticketing Platform,Mexico
27932,76,Category 3,3,98.86,FIFA.com Ticketing Platform,Colombia
27933,76,Category 4,2,57.53,FIFA.com Ticketing Platform,Germany
27934,76,Category 3,3,94.64,Verified Resale Platform,France
27935,76,Category 4,1,60.1,FIFA.com Ticketing Platform,Mexico
27936,76,Category 3,1,99.23,FIFA.com Ticketing Platform,South Africa
27937,76,Category 3,1,106.79,FIFA.com Ticketing Platform,Japan
27938,76,Category 3,1,103.4,FIFA.com Ticketing Platform,Mexico
27939,76,Category 3,1,91.8,Verified Resale Platform,Mexico
27940,76,Category 2,3,158.82,FIFA.com Ticketing Platform,Mexico
27941,76,Category 2,3,161.05,FIFA.com Ticketing Platform,Canada
27942,76,Category 4,4,60.31,Ticket Lottery Allocation,Nigeria
27943,76,Category 2,1,184.08,Ticket Lottery Allocation,Japan
27944,76,Category 2,1,165.6,Verified Resale Platform,Japan
27945,76,Category 1,4,325.16,FIFA.com Ticketing Platform,South Africa
27946,76,Category 1,2,277.02,FIFA.com Ticketing Platform,Japan
27947,76,Category 1,4,315.51,Official Hospitality Package,Nigeria
27948,76,Category 2,1,177.79,Ticket Lottery Allocation,Japan
27949,76,Category 2,2,171.94,FIFA.com Ticketing Platform,Mexico
27950,76,Category 2,1,173.98,FIFA.com Ticketing Platform,Mexico
27951,76,Category 1,1,273.31,FIFA.com Ticketing Platform,Colombia
27952,76,Category 2,2,159.83,FIFA.com Ticketing Platform,France
27953,76,Category 1,2,297.62,FIFA.com Ticketing Platform,Mexico
27954,76,Category 1,2,306.46,FIFA.com Ticketing Platform,Japan
27955,76,Category 3,2,92.25,Ticket Lottery Allocation,Japan
27956,76,Category 3,1,108.69,Ticket Lottery Allocation,Germany
27957,76,Category 2,2,185.14,Ticket Lottery Allocation,India
27958,76,Category 3,1,104.16,Verified Resale Platform,Japan
27959,76,Category 2,2,180.51,FIFA.com Ticketing Platform,Germany
27960,76,Category 2,4,185.9,Ticket Lottery Allocation,South Africa
27961,76,Category 1,3,302.33,FIFA.com Ticketing Platform,Nigeria
27962,76,Category 1,1,300.68,FIFA.com Ticketing Platform,South Africa
27963,76,Category 3,2,104.75,FIFA.com Ticketing Platform,Germany
27964,76,Category 1,2,300.1,Ticket Lottery Allocation,England
27965,76,Category 3,1,106.98,FIFA.com Ticketing Platform,Mexico
27966,76,Category 1,4,271.13,FIFA.com Ticketing Platform,Canada
27967,76,Category 1,2,298.71,FIFA.com Ticketing Platform,Germany
27968,76,Hospitality,2,929.3,Ticket Lottery Allocation,Nigeria
27969,76,Category 3,2,97.97,Verified Resale Platform,Australia
27970,76,Category 1,3,316.07,Official Hospitality Package,Spain
27971,76,Category 1,2,319.91,FIFA.com Ticketing Platform,Canada
27972,76,Category 2,4,160.22,Ticket Lottery Allocation,Argentina
27973,76,Category 2,3,185.57,Ticket Lottery Allocation,Argentina
27974,76,Category 3,1,97.61,FIFA.com Ticketing Platform,Colombia
27975,76,Category 2,1,169.75,FIFA.com Ticketing Platform,Argentina
27976,76,Category 3,1,95.01,Ticket Lottery Allocation,Mexico
27977,76,Category 2,4,174.46,Ticket Lottery Allocation,Germany
27978,76,Category 3,2,95.22,FIFA.com Ticketing Platform,Brazil
27979,76,Category 2,3,181.26,Ticket Lottery Allocation,Japan
27980,76,Category 3,1,101.47,Ticket Lottery Allocation,Mexico
27981,76,Category 3,2,94.07,FIFA.com Ticketing Platform,Mexico
27982,76,Category 4,3,65.56,Official Hospitality Package,Australia
27983,76,Category 4,2,68.71,FIFA.com Ticketing Platform,Nigeria
27984,76,Category 3,1,99.5,FIFA.com Ticketing Platform,Argentina
27985,76,Category 3,2,94.1,FIFA.com Ticketing Platform,South Africa
27986,76,Category 2,3,158.21,Ticket Lottery Allocation,France
27987,76,Category 3,3,102.35,FIFA.com Ticketing Platform,Spain
27988,76,Category 4,4,57.26,FIFA.com Ticketing Platform,Japan
27989,76,Category 3,1,95.76,Ticket Lottery Allocation,Japan
27990,76,Category 1,1,314.59,FIFA.com Ticketing Platform,Germany
27991,76,Category 3,2,93.84,Verified Resale Platform,Australia
27992,76,Category 1,2,297.16,Verified Resale Platform,Argentina
27993,76,Category 4,4,58.56,FIFA.com Ticketing Platform,South Africa
27994,76,Category 2,1,181.96,FIFA.com Ticketing Platform,Australia
27995,76,Category 3,2,99.54,FIFA.com Ticketing Platform,Brazil
27996,76,Category 4,2,63.93,Official Hospitality Package,Germany
27997,76,Category 1,4,292.49,Ticket Lottery Allocation,Spain
27998,76,Category 3,1,100.31,FIFA.com Ticketing Platform,England
27999,76,Category 2,1,167.37,Ticket Lottery Allocation,Spain
28000,76,Category 3,1,105.07,FIFA.com Ticketing Platform,Australia
28001,76,Category 1,4,309.25,Ticket Lottery Allocation,Australia
28002,76,Category 2,1,185.45,FIFA.com Ticketing Platform,Japan
28003,76,Category 2,2,164.45,FIFA.com Ticketing Platform,Colombia
28004,76,Category 2,2,169.94,FIFA.com Ticketing Platform,Mexico
28005,76,Category 3,3,100.48,Ticket Lottery Allocation,Germany
28006,76,Category 2,1,181.56,FIFA.com Ticketing Platform,India
28007,76,Category 4,6,68.34,Official Hospitality Package,South Africa
28008,76,Hospitality,3,1031.14,FIFA.com Ticketing Platform,Mexico
28009,76,Category 2,2,169.11,FIFA.com Ticketing Platform,South Africa
28010,76,Category 3,2,99.82,FIFA.com Ticketing Platform,Argentina
28011,76,Category 3,1,97.17,Official Hospitality Package,Germany
28012,76,Category 2,4,176.89,FIFA.com Ticketing Platform,Canada
28013,76,Category 4,3,62.23,Ticket Lottery Allocation,Canada
28014,76,Category 3,1,106.56,Official Hospitality Package,Brazil
28015,76,Category 4,2,59.15,FIFA.com Ticketing Platform,France
28016,76,Category 4,1,67.18,Ticket Lottery Allocation,France
28017,76,Category 3,1,96.52,Verified Resale Platform,Canada
28018,76,Category 2,1,165.73,FIFA.com Ticketing Platform,Canada
28019,76,Hospitality,1,1040.93,Verified Resale Platform,England
28020,76,Category 3,2,98.28,FIFA.com Ticketing Platform,Germany
28021,76,Category 3,4,102.08,Official Hospitality Package,South Africa
28022,76,Category 4,4,58.92,Ticket Lottery Allocation,South Africa
28023,76,Category 4,6,59.94,Verified Resale Platform,South Africa
28024,76,Category 3,3,104.76,FIFA.com Ticketing Platform,Nigeria
28025,76,Category 2,1,181.08,FIFA.com Ticketing Platform,Nigeria
28026,76,Category 4,1,65.21,FIFA.com Ticketing Platform,Japan
28027,76,Category 2,2,169.12,FIFA.com Ticketing Platform,Brazil
28028,76,Category 4,2,65.13,FIFA.com Ticketing Platform,France
28029,76,Category 3,4,90.74,FIFA.com Ticketing Platform,Argentina
28030,76,Category 1,3,289.3,FIFA.com Ticketing Platform,South Africa
28031,76,Category 3,1,104.81,FIFA.com Ticketing Platform,Australia
28032,76,Category 1,3,322.63,FIFA.com Ticketing Platform,India
28033,76,Category 2,3,173.81,FIFA.com Ticketing Platform,India
28034,76,Hospitality,3,1061.37,FIFA.com Ticketing Platform,Spain
28035,76,Category 2,2,168.38,Ticket Lottery Allocation,England
28036,76,Category 2,4,188.1,FIFA.com Ticketing Platform,India
28037,76,Category 3,3,94.47,Ticket Lottery Allocation,Nigeria
28038,76,Category 3,6,104.99,Verified Resale Platform,Japan
28039,76,Category 2,3,156.82,Verified Resale Platform,India
28040,76,Category 2,3,159.19,Ticket Lottery Allocation,Nigeria
28041,76,Category 1,3,326.58,FIFA.com Ticketing Platform,Australia
28042,76,Category 3,3,100.57,Official Hospitality Package,Brazil
28043,76,Category 3,3,108.7,Ticket Lottery Allocation,Argentina
28044,76,Category 4,1,58.85,Official Hospitality Package,Canada
28045,76,Category 4,1,59.87,FIFA.com Ticketing Platform,France
28046,76,Category 3,2,97.23,FIFA.com Ticketing Platform,Australia
28047,76,Category 2,3,182.45,FIFA.com Ticketing Platform,USA
28048,76,Hospitality,3,920.34,FIFA.com Ticketing Platform,Argentina
28049,76,Category 1,2,290.25,FIFA.com Ticketing Platform,Australia
28050,76,Hospitality,3,979.19,FIFA.com Ticketing Platform,Nigeria
28051,76,Category 3,1,92.89,Official Hospitality Package,Brazil
28052,76,Category 1,1,272.63,FIFA.com Ticketing Platform,Canada
28053,76,Category 2,2,189.36,Ticket Lottery Allocation,Australia
28054,76,Category 4,1,68.89,Verified Resale Platform,Argentina
28055,76,Category 2,2,171.41,FIFA.com Ticketing Platform,Nigeria
28056,76,Category 4,2,60.68,Ticket Lottery Allocation,Spain
28057,76,Category 2,3,175.63,FIFA.com Ticketing Platform,Germany
28058,76,Category 3,1,105.74,Ticket Lottery Allocation,Spain
28059,76,Category 4,3,60.29,Ticket Lottery Allocation,Nigeria
28060,76,Category 2,2,166.07,Verified Resale Platform,England
28061,76,Category 3,1,96.85,FIFA.com Ticketing Platform,Spain
28062,76,Category 2,2,177.64,Ticket Lottery Allocation,France
28063,76,Category 1,4,325.89,FIFA.com Ticketing Platform,USA
28064,76,Category 3,1,104.8,Ticket Lottery Allocation,France
28065,76,Category 4,1,58.08,FIFA.com Ticketing Platform,England
28066,76,Category 3,6,99.49,FIFA.com Ticketing Platform,India
28067,76,Category 3,1,98.89,FIFA.com Ticketing Platform,France
28068,76,Category 3,2,94.08,Official Hospitality Package,Australia
28069,76,Category 3,2,108.94,Ticket Lottery Allocation,Nigeria
28070,76,Hospitality,3,1025.24,FIFA.com Ticketing Platform,Japan
28071,76,Category 1,6,297.75,FIFA.com Ticketing Platform,Australia
28072,76,Category 3,2,93.34,FIFA.com Ticketing Platform,Mexico
28073,76,Category 2,6,166.11,FIFA.com Ticketing Platform,Japan
28074,76,Category 3,3,98.58,FIFA.com Ticketing Platform,England
28075,76,Category 3,6,103.47,FIFA.com Ticketing Platform,Argentina
28076,76,Category 4,2,59.99,Ticket Lottery Allocation,Japan
28077,76,Category 2,2,169.55,Ticket Lottery Allocation,Spain
28078,76,Category 4,4,61.54,FIFA.com Ticketing Platform,Spain
28079,76,Category 3,3,109.13,FIFA.com Ticketing Platform,England
28080,76,Category 3,2,108.88,FIFA.com Ticketing Platform,USA
28081,76,Category 3,1,99.98,Official Hospitality Package,Argentina
28082,76,Category 2,2,172.49,Ticket Lottery Allocation,Argentina
28083,76,Category 3,2,99.11,Ticket Lottery Allocation,Spain
28084,76,Category 1,2,287.6,FIFA.com Ticketing Platform,Mexico
28085,76,Category 2,2,161.94,Official Hospitality Package,Germany
28086,76,Category 3,1,107.58,FIFA.com Ticketing Platform,Australia
28087,76,Category 1,2,280.14,Verified Resale Platform,Mexico
28088,76,Category 1,1,321.67,Ticket Lottery Allocation,USA
28089,76,Category 3,2,101.88,FIFA.com Ticketing Platform,Canada
28090,76,Category 3,2,92.44,FIFA.com Ticketing Platform,Germany
